product_manufacturing_country,product_price_usd,warranty_period_months,customer_review_count,customer_average_rating,material_quality_score,supplier_reliability_rating,product_age_days,market_demand_index,predicted_defect_probability_percent,predicted_return_rate_percent
India,172.96532234174708,38.0,726.0,4.835857624480855,3.0,3.869385777232956,347.0,76.0,6.215614975720425,43.15961840423287
China,124.45922654463834,39.0,2134.0,3.78568908822682,2.0,0.7359053898452608,462.0,66.0,36.10499299098899,76.51960630583969
India,417.9948633842158,40.0,4089.0,2.722116061013778,2.0,3.018577711527158,540.0,36.0,55.76140218356863,71.41559347910444
India,446.4449734191014,21.0,2059.0,1.9354713586716432,4.0,4.100323851800493,977.0,5.0,49.620915506313416,77.02058481606691
Vietnam,210.91054642291152,14.0,338.0,1.2381828460192454,3.0,0.7690827736177361,958.0,9.0,83.55979590946296,89.83120062342246
Vietnam,23.183035386320586,3.0,4550.0,1.0205916939092843,5.0,3.5711130852979314,933.0,86.0,64.65875642633709,73.758076929301
China,350.53119423813445,57.0,2458.0,4.323832692864416,3.0,1.0023847337843959,601.0,94.0,40.19970600144793,80.8930247053081
GermaSy,394.1762857297334,17.0,921.0,3.4931313300083056,4.0,3.6763243168644273,927.0,55.0,27.509578615511746,47.38603736144658
Vietnam,18.831884050575713,56.0,4241.0,1.747056315804525,1.0,4.067443275212727,600.0,60.0,39.797666483165585,89.65772565421182
Vietnam,301.56511813734147,43.0,4187.0,3.7433227615268168,3.0,0.9891073280010727,1064.0,78.0,39.127901904804645,79.32691215513009
Vietnam,298.30069153964575,22.0,1866.0,4.6684236909629995,1.0,4.467320512465362,1143.0,80.0,5.904977265415114,35.25189860980011
India,195.56687528647788,37.0,685.0,1.2258670747071014,1.0,3.843907596988755,1142.0,59.0,57.377707784916275,87.93326397309869
China,377.38598966691046,3.0,1564.0,4.216755818324028,1.0,2.0277110901507758,464.0,28.0,37.017794430089545,50.710215713998004
India,219.8077286760367,3.0,3825.0,4.34174992174297,3.0,0.6239476778899069,55.0,38.0,33.47131720457445,54.93697590290415
Mexico,341.6202163777684,17.0,2702.0,3.607821628534385,3.0,1.1292366285219508,1197.0,32.0,42.52418478798075,63.95531466304548
India,263.38747927122444,0.0,3771.0,4.74503759621437,2.0,2.260254944285684,160.0,90.0,12.022317044102195,32.90606351233367
Mexico,131.74765630439353,31.0,2257.0,4.8653929501539785,2.0,2.847141105666241,1145.0,65.0,10.087902434077934,53.12180853352848
USA,307.18542287496456,20.0,1838.0,4.091654843688477,5.0,3.9025911240224915,560.0,53.0,24.28299598470597,46.933863520126636
USA,371.0851624744624,37.0,1323.0,1.6729934018935633,1.0,3.5173763939484584,667.0,91.0,61.762316650235576,91.22492739324856
Mexico,487.2137799841318,25.0,4503.0,1.3318072126407765,2.0,4.750478403835327,549.0,67.0,59.62805772807631,71.6811528052448
Mexico,196.2533839331826,40.0,2681.0,2.6927928103586805,4.0,3.246605474417591,1385.0,42.0,44.190000026623345,80.64918936577808
India,41.59154688651204,48.0,3873.0,2.605246250338196,2.0,2.606992279607625,1382.0,58.0,37.7091873284781,75.32862036872775
Mexico,494.1058983984624,20.0,4970.0,1.5731387140251023,5.0,2.8558542868968013,1018.0,12.0,59.41246715851469,81.63343230848389
China,315.66526311851277,42.0,4954.0,1.1600319130807946,4.0,1.3445687268922806,1205.0,5.0,80.34946302938441,100.0
USA,473.76072449877694,28.0,19.0,1.9944063658776456,5.0,3.658943884888055,1436.0,15.0,60.362335117698535,72.79566810293586
USA,60.87527214544848,52.0,4328.0,2.154918816353459,4.0,2.341692110411355,1369.0,67.0,57.13402283375948,100.0
Germany,177.59658153652424,40.0,792.0,4.693823994404836,4.0,4.278829910574688,785.0,85.0,3.1151518055280336,49.9739521519345
Mexico,75.62898244763491,42.0,4336.0,4.919922473233743,4.0,1.6444397712843806,1042.0,24.0,17.450772082463146,58.96268802060631
Vietnam,419.39997574520913,31.0,3289.0,4.940982298612126,5.0,3.0145086060619826,1275.0,32.0,18.235552556555298,42.240903522647955
Vietnam,441.3679433003649,58.0,2474.0,4.248693586085773,2.0,,856.0,93.0,35.68853087280176,77.31975422826825
Mexico,255.64273293876002,3.0,1972.0,4.0849774858772605,2.0,3.480769336461883,301.0,94.0,27.237672342255173,28.835307089996466
China,101.43704665439492,12.0,4820.0,4.752768813747926,2.0,4.200257329910157,824.0,84.0,4.490461460237834,35.48652986811918
Vietnam,72.28829482945719,50.0,1713.0,2.3612611698346293,1.0,2.3610777833589283,480.0,8.0,58.480730171783165,95.07338767174664
Germany,298.2004139393013,34.0,4150.0,3.153211354595373,5.0,2.0077025687337615,1191.0,56.0,51.4615426386649,76.44027093208962
Mexico,258.1243990467973,53.0,908.0,3.3501025473630297,3.0,4.556386022519448,1374.0,63.0,25.97514131647421,68.78848716475915
China,350.4466601601571,26.0,1200.0,3.2998709495400194,4.0,2.594884841303778,773.0,27.0,47.94169658391217,64.35939800174766
China,159.5515586837957,0.0,3552.0,2.727439493114028,2.0,1.4502899347079083,841.0,52.0,55.37254780785138,51.552179728694995
India,207.16031756193752,48.0,2907.0,4.902309256539263,3.0,1.347840117157696,461.0,37.0,14.172967768020843,55.966359290367116
China,20.466926187067113,48.0,2314.0,2.277906130008524,2.0,1.3784832948616932,693.0,31.0,57.41076035221696,85.05588525555989
Vietnam,308.9700920870092,38.0,3449.0,1.885908469676377,5.0,1.882056919813519,291.0,86.0,70.22061998632611,89.86575091922859
Vietnam,217.34032545977414,13.0,2678.0,3.9529314576005574,3.0,1.0803532714661181,60.0,41.0,38.4321092910132,65.50561386461712
Mexico,460.68467056858947,36.0,4301.0,4.673145549034661,3.0,3.6180476057819924,1256.0,52.0,14.539952780198494,40.899188652835534
Mexico,324.4752858753544,29.0,2643.0,4.872893710889592,3.0,2.639609204522789,668.0,86.0,8.699085504146469,38.04256434410997
China,205.36030081034997,13.0,4115.0,4.214386983877221,4.0,3.6019819918824303,445.0,49.0,31.10676002316494,34.795248557365994
Germany,139.15869862794167,10.0,2119.0,2.5327367409438737,2.0,1.9209400048836538,42.0,67.0,57.666608493533126,59.31726960985138
USA,453.589621877743,30.0,3147.0,4.257599252537111,2.0,2.380197555660054,448.0,5.0,36.563302462372675,51.37914949782688
India,17.9698863175472,56.0,3360.0,4.050804462011009,1.0,2.9497758741610056,572.0,87.0,29.6473451783757,63.25885633017716
USA,170.18710895367218,27.0,242.0,2.6106330977645738,2.0,2.4987796014220867,1135.0,82.0,36.77429907909149,67.73543329410306
China,472.3177360561371,26.0,429.0,1.418406463624319,4.0,0.869630983644912,239.0,99.0,87.53742548441978,100.0
China,330.4761734209713,2.0,4709.0,4.416655496492402,3.0,1.492623000814497,1410.0,4.0,31.817470125377287,45.2413096444097
USA,271.03234492881654,5.0,,2.2220033965990327,5.0,2.8692658228894126,227.0,58.0,53.27805583285124,62.3354504407848
India,109.73201178100945,38.0,4215.0,1.4523322540193693,5.0,4.656052893185193,265.0,36.0,46.160169211879804,78.57329188211979
USA,418.3536393846497,18.0,247.0,4.947018399153231,1.0,1.8023841923985633,466.0,48.0,24.56990457729297,50.3029986687228
Mexico,110.05754067046028,40.0,4882.0,4.7039644513660415,1.0,2.6982745697411206,668.0,84.0,13.46745506400838,52.544822579446965
Vietnam,131.64423044541246,33.0,317.0,4.027088290769737,3.0,1.4660693760352685,6.0,14.0,39.80782664829814,77.54542879450788
Germany,104.00706000720906,27.0,716.0,1.269995128940002,4.0,2.3481564854032433,1432.0,57.0,67.03651722932229,91.04718076108563
Mexico,87.49323567906575,11.0,4416.0,3.8917842252206647,3.0,0.9912717954281621,1000.0,96.0,37.74525792838774,61.37161645894151
Vietnam,477.1231230296134,38.0,3338.0,3.642779618490611,4.0,1.9556414322845184,1107.0,52.0,35.150281071650525,70.03445570906318
Germany,304.9954821092411,9.0,282.0,1.9857459563790125,1.0,1.0964929153301166,800.0,96.0,75.62559134072264,75.75618648924858
Germany,322.540194684946,51.0,4580.0,2.835112193661229,4.0,1.1280035462877889,1242.0,95.0,59.391526999431775,94.23569627720126
Germany,477.6194781826039,46.0,4665.0,4.858014204897282,3.0,0.9700007277595037,1252.0,62.0,28.313397309782907,59.22933687704796
China,122.9817770115257,24.0,1216.0,1.0704885812241334,3.0,3.796334751346518,1408.0,84.0,66.91799518489415,89.53416271775096
Germany,12.899593912869111,22.0,2574.0,2.877638187184034,2.0,2.5023494812258313,1326.0,95.0,31.41163267222394,62.850543115152966
India,303.45298828944266,55.0,3921.0,3.3354900930282767,4.0,1.2105711538634776,629.0,14.0,61.545441247718855,82.33576056985258
USA,258.8439780798377,58.0,3416.0,4.472904600843498,1.0,4.7444538405863925,1310.0,54.0,1.795722738115003,56.03167938216738
India,244.0486849251641,25.0,3328.0,3.820851230573987,5.0,2.928204292971767,895.0,81.0,34.127341614089104,44.22491804959923
USA,40.32130351063758,18.0,3775.0,1.4006043002077173,2.0,2.930187323367845,494.0,60.0,64.37921974198218,83.4505643632168
Mexico,232.6730846216444,37.0,1825.0,2.509710117209007,1.0,2.889788523873948,352.0,92.0,47.25666224621023,70.78265375567798
Mexico,150.90418689444246,19.0,3647.0,1.4985129740462932,1.0,2.2354651057377475,365.0,49.0,63.130602116336064,79.06884628526645
USA,144.53669183991343,44.0,4939.0,4.723677508179717,1.0,1.1434445140852412,321.0,63.0,31.506465115410624,73.93959594165447
India,118.96697428775548,51.0,4092.0,3.765269668386252,4.0,2.3249802556298924,1104.0,17.0,32.955569771615075,67.03495718943613
USA,172.93889627973965,43.0,1089.0,2.0001911185839125,1.0,2.625304945459315,377.0,26.0,54.68126484238843,95.11575413149103
Germany,183.0352068202721,17.0,287.0,1.5655841018851633,5.0,4.0626855752587065,36.0,19.0,53.382527655212705,71.18819093041914
China,161.30013041737877,47.0,1074.0,1.4949807221026319,5.0,3.7896243747372718,742.0,26.0,57.302832949236056,96.7689419614429
,489.5888307025594,10.0,2131.0,3.046375182515623,3.0,3.6946562184872858,141.0,0.0,45.81828968859212,42.00031606400652
China,467.0382318996487,57.0,2230.0,2.047546297886862,2.0,1.8833520497430656,914.0,13.0,67.83142017100239,89.31494280611079
Germany,291.5099487671825,24.0,1797.0,4.869902212051482,5.0,4.5005974538953,718.0,8.0,4.070227861543117,37.924226028851415
Germany,490.7168708210518,42.0,4598.0,2.5705119361017927,4.0,3.363234998734966,1330.0,48.0,49.93579878797259,85.62923741457675
Mexico,495.6870250564031,0.0,2566.0,4.9715091158441,2.0,0.6509373931900662,30.0,27.0,34.13071543092183,41.132654179616154
Mexico,184.41045790847824,31.0,4033.0,4.444619495142449,4.0,3.3381353275593026,1110.0,26.0,20.780794246880884,44.37921430998893
Germany,228.1418974124748,32.0,2384.0,4.623024044364106,5.0,3.5747671109434593,347.0,80.0,11.104032294239001,44.93948442199458
Vietnam,479.9402707224861,6.0,3225.0,2.5554339162338184,2.0,4.380662970231903,29.0,78.0,38.03755984388045,44.44064242079667
China,308.2268376563564,30.0,4213.0,1.4857196880696106,5.0,4.405757629919192,482.0,38.0,48.324940040401984,68.39729380256082
China,114.33525059026354,25.0,4446.0,4.358068509706515,1.0,2.016189160073634,906.0,86.0,23.586121237835226,63.66517450640924
Vietnam,347.7965274848852,6.0,4726.0,1.020162712037382,2.0,0.6629087231836654,1085.0,3.0,90.83962289828747,91.1054506811695
India,110.81562920258288,35.0,3425.0,2.7931728412842998,5.0,2.3555427685404373,358.0,62.0,48.863592607544646,82.21164498066649
China,176.28529439920445,45.0,209.0,1.586871749583402,4.0,3.3212244761884566,1313.0,95.0,54.49097659907709,86.77116976754174
USA,121.50447991672226,23.0,4219.0,4.609617860945836,2.0,2.425246263487381,893.0,15.0,23.7517885269756,48.34047476362332
Germany,130.04030580758268,4.0,589.0,4.474099998735008,2.0,2.0461485086807722,493.0,83.0,22.51795655165254,39.05220618075223
Germany,12.281234967723304,21.0,132.0,1.5505424219156971,2.0,2.497192892088411,175.0,90.0,64.2567011836753,86.93382373600822
Vietnam,441.5473277777314,43.0,4310.0,3.206075541922721,3.0,3.1975219328658318,855.0,66.0,33.66333783698698,72.14019511633668
China,155.03534268513897,35.0,3839.0,1.9365092326994642,1.0,3.9316004269084233,970.0,95.0,44.39135016336608,81.12258976178782
India,52.323445966169295,2.0,339.0,3.0580751803805244,2.0,0.5634609798364216,52.0,8.0,49.022987599612165,63.54360162292412
China,52.62382878373338,49.0,3306.0,4.906102001552488,5.0,3.3085715046906055,1147.0,15.0,11.240538568628978,42.12912930369461
Germany,282.44895546586656,55.0,2684.0,1.9216842824737386,4.0,1.066662339695764,1030.0,29.0,69.95683371530467,100.0
Mexico,496.53106976162917,58.0,1636.0,1.2611250166338017,5.0,4.325152294383008,587.0,78.0,61.69572440170584,89.44279758275839
USA,81.0610089623939,36.0,1801.0,2.017826961046712,3.0,2.9966262846592415,717.0,83.0,55.09593553105906,87.01009134092773
Vietnam,58.814672665333134,57.0,3318.0,4.9369179128261305,2.0,2.290213393444463,735.0,16.0,8.765307669803143,64.52174321308023
Mexico,224.76890139702442,37.0,4273.0,1.3267142828031622,1.0,4.121046673856372,249.0,7.0,42.26370546761191,89.49318819266767
India,286.03231438198975,45.0,4932.0,1.1504677825423761,4.0,3.7929812894036266,1070.0,72.0,62.195171367891,88.54227464806652
Mexico,154.24637585019082,5.0,1465.0,1.6057692908634968,3.0,4.621724584983037,412.0,29.0,40.86537004979771,61.734076337834864
Mexico,158.23582533179453,51.0,2627.0,4.225799081798904,2.0,3.7615953956471087,1300.0,41.0,14.534957108974103,54.49901502610329
India,217.99348590598524,24.0,4887.0,2.8855058330245718,1.0,1.275645613877805,49.0,68.0,54.18285447633514,68.77824631044274
Mexico,163.93135142379694,22.0,3695.0,2.3536674710674492,4.0,4.4210559271791805,1373.0,56.0,37.487913842477035,71.41324598979183
Vietnam,458.5124759485732,11.0,474.0,3.6303103159927046,4.0,0.9249719852170846,457.0,79.0,53.306507185592565,63.02225400638453
Germany,30.55773993240819,27.0,2359.0,1.3855472460787954,4.0,4.112066417699233,721.0,6.0,55.80572143950998,82.53849403316032
China,124.93937833643457,57.0,3449.0,3.786247064537205,4.0,4.730854173651901,696.0,6.0,12.685112002828019,57.664104091270616
Mexico,406.1908701514364,43.0,2275.0,2.2156704289565052,1.0,4.777677643825529,599.0,11.0,48.37338386174917,67.16467831698812
Vietnam,418.63948108582883,39.0,1827.0,4.426967042935672,2.0,3.548998489308713,854.0,60.0,22.522357143006268,47.75406482999755
China,64.66198869245855,31.0,2000.0,3.896936707090432,2.0,4.575252397948456,239.0,54.0,15.309408351103668,50.411423561289936
China,487.1440905062312,54.0,779.0,4.51046339704032,1.0,4.839505526357653,1405.0,15.0,8.103071330242749,44.64465385427893
Mexico,349.74387645056333,51.0,2443.0,1.7390610095699262,4.0,3.986008059393569,310.0,8.0,54.71602142950214,87.51244926997285
Vietnam,143.57059743196186,24.0,2119.0,1.5934752458410522,5.0,2.133434740051574,463.0,56.0,64.05301755958274,82.5210025431384
Germany,233.45855375908272,33.0,3529.0,3.845579350038447,4.0,1.861334595186175,402.0,2.0,41.287199275018104,72.59797381940248
Mexico,155.5979235883039,29.0,1085.0,4.684432568626946,2.0,1.6174575753841185,580.0,35.0,24.338200875415986,51.877802469380896
India,83.51090242866549,36.0,1471.0,4.219478637484954,1.0,2.5936556783918343,879.0,79.0,19.507262123528708,48.43152043047188
China,152.67725172696842,17.0,,4.762287249163585,4.0,3.5062657769133283,1044.0,11.0,5.528052518157715,44.132602980573225
MeJico,294.24504936991303,55.0,2563.0,1.0444602991471879,1.0,0.6953202982567483,216.0,40.0,85.59101464204002,100.0
China,414.7251504693796,56.0,4953.0,1.7147091678203226,4.0,3.613798773190562,420.0,13.0,58.06235884048382,89.35184217542465
Vietnam,188.12924669589282,34.0,2511.0,3.474045431530811,5.0,1.9696896079183213,420.0,22.0,40.347819772876065,53.51345480664975
USA,180.47175486844245,47.0,4844.0,2.691093400399022,1.0,2.073391866682416,850.0,32.0,47.345933282699875,89.81213467076958
Mexico,239.3203435298481,36.0,2920.0,4.061243599686447,5.0,1.522389203032882,353.0,0.0,44.00571333225592,66.68590778538106
Germany,325.8322439825297,40.0,2969.0,1.2695493155980495,1.0,1.0986918451948178,160.0,17.0,78.30762595462315,99.72294045051099
Mexico,378.29196859183156,5.0,107.0,3.5230756405187846,4.0,3.5709729778530135,1315.0,97.0,27.030017338376616,46.206724112500275
China,170.13175735174218,18.0,1381.0,4.717402481035739,1.0,1.1503369392758838,772.0,58.0,27.543752145655688,54.907788168846025
Vietnam,297.3127092343181,21.0,3421.0,1.9186707775557363,5.0,3.3129030464166727,493.0,0.0,52.682750477256405,71.10146543795906
India,200.7868122276324,56.0,2789.0,3.7236773541200097,2.0,4.433062312112442,171.0,46.0,16.981790196366607,55.53031615850417
Germany,361.0359266780591,31.0,3043.0,2.3752371758133184,5.0,4.292669382284206,296.0,40.0,40.883716581332635,72.54431817608072
Vietnam,90.6907110533402,26.0,1690.0,2.4843135828670273,4.0,2.126556831475253,1010.0,75.0,57.861762719107716,78.81694055956488
Mexico,135.8931838751351,58.0,4839.0,3.0599107249633843,2.0,3.808328136062761,1431.0,89.0,25.599874532668732,76.22863858912557
India,218.7696057229474,15.0,2528.0,2.2131927388151023,2.0,3.166566245242808,579.0,83.0,50.36009717817462,66.18612928779473
Vietnam,445.8132470614702,25.0,3488.0,4.866558266676716,5.0,1.391638366509187,226.0,48.0,38.65927466332891,42.533321370343856
USA,290.9296367818382,38.0,3922.0,1.1745617297340512,2.0,1.698986331772932,985.0,66.0,83.93008176489568,100.0
Germany,483.04409830089173,3.0,2640.0,3.9336503163256067,4.0,2.7081827432985413,126.0,7.0,29.904632619745904,44.98010279306107
China,60.606065787731076,15.0,2080.0,1.3248648996131993,1.0,4.665145413397265,1305.0,29.0,54.67624082318967,71.12328741037794
Vietnam,235.48595268895806,51.0,1575.0,4.415652068861526,5.0,3.3301677524915414,1069.0,38.0,21.437083203092968,50.24250498369925
Vietnam,215.34847972223827,48.0,1273.0,2.9076197435800015,4.0,2.8063553432273265,412.0,22.0,43.03556701563731,68.11117566815498
USA,304.1010264389245,18.0,558.0,1.8945104352806603,4.0,3.407215508655275,341.0,30.0,59.23194028786734,78.59976648872285
Mexico,407.86265826671337,27.0,3966.0,2.963696444640809,1.0,1.1813432685024288,1083.0,78.0,59.375730836053016,75.96610110265527
Germany,422.3095325356995,56.0,2732.0,4.821678348382523,5.0,1.0598240204970373,337.0,41.0,33.69292420050893,64.77728597839737
Germany,338.3953582656991,16.0,2330.0,1.654336896401634,1.0,4.868156909050531,228.0,85.0,57.56861662975686,63.30551197637293
China,324.3528184803213,44.0,2182.0,3.420491684346934,1.0,4.267461747007153,1074.0,17.0,30.37060703583844,54.525148995172515
Vietnam,475.02447560195566,1.0,525.0,2.8977078022353506,5.0,2.9716802729792153,903.0,64.0,49.378691710976526,55.84031521537445
India,198.00682680282807,1.0,4995.0,3.7906276762653275,3.0,2.6011085775874667,1307.0,71.0,32.73722608168303,46.97181208874068
Vietnam,418.06382395235926,23.0,1649.0,1.6935762204965759,2.0,2.03730402702147,871.0,73.0,62.6855324285446,75.96014250456969
China,461.5368262752241,53.0,3793.0,3.3824635539396763,3.0,2.903426213329018,1145.0,69.0,37.63664998440264,58.442934339053245
Vietnam,250.8542296899465,54.0,3440.0,4.403534190035828,5.0,4.808149276454582,1146.0,60.0,0.0,55.54252985857799
USA,367.26026351561717,26.0,1871.0,1.1021543336047848,3.0,0.7953992950318514,786.0,16.0,91.79480715494967,100.0
Vietnam,194.73972976874398,3.0,4517.0,4.210329539083238,5.0,3.138604838533609,62.0,80.0,26.702067903906446,35.90873514707849
Vietnam,87.850716955748,47.0,1939.0,2.8984203336199115,3.0,4.7769642324554855,1258.0,18.0,28.55170176170261,74.50665618152085
India,297.3869019214884,58.0,3071.0,1.766816491874391,3.0,3.9697431897925632,15.0,21.0,58.1702741355084,90.7002410626869
USA,106.27110891627062,35.0,146.0,3.433037059902379,4.0,4.039891091669464,908.0,8.0,22.031836109145495,61.79686958253966
USA,234.22357409389582,19.0,3712.0,2.2001999310648315,2.0,3.3951537942477423,537.0,73.0,46.966843117630546,63.967020597056056
Vietnam,437.7108635308833,11.0,2493.0,4.940683111924029,1.0,4.681994975081758,1171.0,83.0,13.945034994927267,14.150213694076557
Germany,52.14891190620345,53.0,3695.0,2.083333282088031,4.0,4.695796956844608,840.0,89.0,30.371995922293976,80.56714194540235
India,24.909982475678326,27.0,3355.0,3.858285240881363,5.0,2.828642380913663,1262.0,36.0,23.67457334739183,48.89531880499895
Vietnam,307.17414521712493,59.0,1875.0,3.007565951864316,5.0,3.857717358717985,154.0,79.0,32.19147929147662,61.962571449611985
Vietnam,172.22005003149857,28.0,1871.0,2.57943297641061,1.0,4.946301793640683,914.0,46.0,24.42732278148545,51.3960921764657
China,214.78947639369846,51.0,3790.0,3.103045948231811,4.0,2.519043730591277,779.0,16.0,43.27555423908935,81.53158397345808
China,208.79818844258244,45.0,527.0,2.220968297772751,4.0,2.110555811702053,1322.0,89.0,43.80375995903002,85.55433853686719
Germany,52.443912214686144,32.0,126.0,2.8465845515319295,2.0,0.994900402871365,1245.0,29.0,50.77139390980383,72.71228302126623
India,11.747552013001332,48.0,3992.0,2.5004765893278345,4.0,3.5030476506093287,302.0,53.0,43.04864282459263,73.56598181614399
Mexico,450.2273890034895,55.0,3620.0,3.588562176990119,4.0,1.1314970182765038,477.0,93.0,52.58411191224086,78.59525668873958
China,116.72129484283573,17.0,2204.0,3.8884341836593,5.0,2.9882497161630828,519.0,51.0,21.122994026142113,56.81143685879295
Mexico,218.77870601350128,11.0,164.0,4.074405729301944,2.0,0.771527483665378,1416.0,84.0,40.508551276161384,61.034650354260854
USA,486.2436403688285,56.0,2366.0,4.144629807115013,2.0,4.976689062552524,395.0,82.0,21.750572281713595,55.742415454304584
China,415.1136651719896,9.0,2554.0,2.414271209354935,4.0,3.4802603014563727,962.0,46.0,57.1063934261646,71.90995406155862
China,62.88611907872407,23.0,3697.0,3.46154378648815,4.0,0.7481464023437765,778.0,65.0,52.08355123378615,62.35263185203891
India,259.174325490167,46.0,2752.0,3.0251630471891926,1.0,3.7266015103289365,946.0,5.0,31.190441897135557,66.93343625936257
Germany,367.7387229825578,16.0,685.0,3.5602982329607973,4.0,3.240618915900633,1094.0,42.0,36.32627244201565,49.102131834198175
Mexico,352.2124646496141,57.0,2769.0,2.4158670452376936,3.0,3.63214462961039,808.0,50.0,50.59298337676594,87.80500221321007
China,382.8125076781904,42.0,2772.0,1.7654230077827524,5.0,4.154907648894628,754.0,27.0,50.48363782587831,85.85496016140057
China,234.15278089513728,31.0,1085.0,3.9038652140893246,3.0,3.6755297366018795,1255.0,91.0,27.123864578598013,57.516179622028545
India,96.20223537183823,55.0,1970.0,2.5127354097539825,2.0,1.2646602728489293,311.0,39.0,55.315290958847356,93.95577442963874
India,237.7874975204926,24.0,3628.0,3.9272895493825204,5.0,1.7022845416034644,397.0,54.0,40.7467957799252,62.80738459509572
Germany,327.4647520949131,51.0,1224.0,3.8297251916551263,3.0,1.3404951975736212,736.0,45.0,43.18595176907968,71.90549913015059
Mexico,308.2101224365323,6.0,3784.0,4.9730584182000435,4.0,3.6922039148569867,920.0,60.0,9.07817506187215,23.298955354387825
USA,44.55580635641764,19.0,1639.0,2.4624735483295073,3.0,2.308133639458103,1113.0,3.0,53.911560264139865,84.06544360001185
Germany,41.82669270027396,28.0,1836.0,3.731365863739904,3.0,0.7845422248180558,737.0,33.0,43.792991076234784,72.23990462930956
USA,482.97633726605386,18.0,3558.0,3.7727902872113828,4.0,2.690221732847174,613.0,75.0,43.15366797923278,57.74307903866997
Vietnam,84.38467296948781,10.0,697.0,4.754377359847615,5.0,2.5188771126849336,951.0,89.0,28.703729813902495,30.929191556374583
China,154.28660736574375,32.0,3166.0,2.9954088777613155,1.0,3.031610915668711,888.0,85.0,42.9419258214988,79.49957112639461
Mexico,386.1408962565211,49.0,3777.0,3.6593133430586264,4.0,4.610932771846583,16.0,29.0,16.5963465023426,48.19332977514461
Germany,210.7417671533557,54.0,1266.0,4.018930910899524,4.0,4.138196893989668,454.0,73.0,10.060988287901717,73.06602820139008
China,98.91777809741602,53.0,4340.0,4.95776795721044,5.0,3.915322284403395,847.0,7.0,0.0,43.485231152086286
Mexico,238.94386733179292,14.0,224.0,2.8365158187441017,2.0,1.427931778272643,827.0,72.0,58.81215329224182,63.387306091693034
Mexico,288.78548567404926,30.0,3766.0,2.026351047155071,4.0,4.582254091338996,71.0,76.0,45.37014670417051,68.13051295816244
Mexico,231.85563854625707,12.0,2160.0,3.421921089174274,1.0,2.1522377853533365,416.0,67.0,49.267543305401524,59.00768796459315
China,460.28357698133345,55.0,2738.0,2.7361794621129274,1.0,2.48737159244792,758.0,32.0,44.77101660391049,88.02931199024181
Germany,149.50265459875712,58.0,199.0,1.3924524773627818,4.0,0.6502641145323425,259.0,26.0,77.87422045901518,100.0
India,334.05275874283876,47.0,1838.0,2.785074123294749,4.0,3.4312913225773705,1297.0,9.0,38.14621819003065,78.06265486963393
China,65.02441349084988,18.0,1319.0,3.7778613227967113,4.0,4.7437573192806965,295.0,65.0,19.179357446201863,34.25408500838958
Mexico,202.219874255373,5.0,2690.0,2.836367013220724,4.0,1.6650201450816846,135.0,87.0,54.99101271964193,67.29778714216023
Germany,373.0866932766371,27.0,1117.0,3.2859221956721463,2.0,1.4922227021373993,1035.0,99.0,40.95017766798871,77.75908373594281
Vietnam,120.16030088883807,21.0,2250.0,3.838801672894029,4.0,1.3721662620367858,643.0,52.0,35.46829493223638,59.771629269914314
USA,298.9878123706622,27.0,1839.0,3.031243891374431,5.0,1.8821110003219166,38.0,93.0,47.40834877099428,60.86419538887219
Mexico,85.18414431243956,15.0,121.0,1.3867851379739542,5.0,3.849761634331497,1055.0,85.0,63.772611174424235,74.94779581913937
Vietnam,60.32382876707183,49.0,2668.0,3.7686113396688437,2.0,4.291465186152031,865.0,1.0,19.914942102327174,52.26415436105265
India,266.3840469732709,32.0,3319.0,1.7767272422480729,3.0,3.794842899137934,330.0,57.0,52.921377345175266,81.9503339610141
Mexico,340.75538808215407,49.0,4499.0,3.863719407238853,2.0,1.8900584557397067,1171.0,12.0,40.40431206221221,61.47888296421311
Vietnam,65.5498624548969,40.0,1842.0,2.2271773513739013,4.0,3.442542885204429,1379.0,81.0,38.70178448491737,75.51895327370875
Mexico,459.71036366272835,44.0,1489.0,3.1475984280321745,3.0,3.217169862945574,530.0,34.0,42.09704199615622,62.3841441180798
China,120.62840872175876,47.0,3297.0,1.2575123169372482,3.0,2.704462690953894,257.0,4.0,66.12002202741003,94.77437050330734
Germany,68.78790099805701,53.0,1735.0,2.1435451795848093,1.0,2.835066847051168,1395.0,66.0,60.30530589638322,90.06753918217953
Vietnam,109.32246509160316,50.0,2217.0,4.6987041409254475,5.0,2.863744805973248,539.0,39.0,13.54845689260927,66.59872596150107
Germany,93.09050370060255,25.0,4729.0,3.100281377916753,2.0,1.318733131635365,1298.0,69.0,49.59195367746282,75.92092378571111
China,54.430578800345,22.0,4047.0,4.630907467304153,2.0,4.675297813452053,1291.0,5.0,0.0,44.205305084411634
China,400.94122504156667,0.0,3298.0,4.759283088251542,2.0,3.5112891097586383,877.0,94.0,5.609793722658571,22.54517402094778
Germany,252.81350962461437,28.0,123.0,2.107972705369091,4.0,4.5338905525334585,200.0,33.0,38.12665043552089,66.66781754392304
Vietnam,200.37452578555457,7.0,4315.0,4.623680474602448,4.0,1.8775453060074272,235.0,7.0,23.6849508216633,47.68509385876583
Germany,475.80768422222525,41.0,4798.0,3.630115149448464,1.0,2.3531820493451128,128.0,73.0,38.6528250828679,69.31786209064295
