product_manufacturing_country,product_price_usd,warranty_period_months,customer_review_count,customer_average_rating,material_quality_score,supplier_reliability_rating,product_age_days,market_demand_index,predicted_return_rate_percent,predicted_defect_probability_percent
,301.4842669349249,8.0,463.0,1.5937730688676268,5.0,1.6891626388921999,1091.0,10.0,76.98360165732896,77.92631575431777
Mexico,186.8874318083089,11.0,504.0,3.5762432448409847,1.0,3.459998327807046,927.0,61.0,44.18816020450055,34.00602548902779
Germany,423.580047588577,7.0,533.0,1.2800783703206364,4.0,4.522644809400387,1248.0,22.0,60.7187573164731,58.28965506745925
Vietnam,361.1692154586394,50.0,1153.0,4.482408512656205,4.0,1.9673623720962936,316.0,89.0,65.18034811739498,27.446912160007457
USA,59.223451325619024,57.0,2219.0,4.23122758615784,4.0,3.668297271695587,1037.0,55.0,62.829948391366365,10.511372502627067
Germany,316.0331762309247,36.0,4326.0,1.02774477310312,3.0,3.363082309355528,309.0,89.0,100.0,58.56565201438464
China,65.37618642001942,20.0,594.0,3.350004873311788,4.0,2.600311345922132,1046.0,30.0,67.5803338777851,35.820285900564315
USA,134.96747812186544,36.0,4105.0,3.5326538247863906,5.0,4.095148247784236,173.0,38.0,53.95955821411358,22.398436099874825
Vietnam,97.15661043177174,39.0,2131.0,4.624440088912808,5.0,3.7677799328180916,685.0,85.0,52.04800955775456,5.728971104712514
Germany,94.80035510834543,2.0,1925.0,3.1393324952117814,1.0,3.7151497125033854,1145.0,90.0,44.07824386507396,35.416838301924116
Mexico,312.033807140661,50.0,4474.0,1.2068642970507217,3.0,3.3654668711693474,517.0,84.0,96.16455690747586,61.34714736443298
Vietnam,286.1664120515391,55.0,2549.0,3.733690552122186,5.0,1.4874890819335604,864.0,17.0,72.4266105973414,38.92163384914184
China,96.25379486598617,40.0,1894.0,2.3980031590041464,3.0,4.644856848202128,766.0,43.0,75.23531117172573,34.34194453504465
Germany,495.1846746550316,20.0,4711.0,3.0382411896745465,3.0,2.092681793963929,365.0,20.0,59.00777260213127,58.24703819643121
India,216.69999886046395,25.0,2087.0,1.9571454792642435,5.0,4.207860012172623,580.0,26.0,64.44216576388261,47.82038093929429
USA,57.56397079591895,23.0,3471.0,4.441817394713997,5.0,3.41901096508106,481.0,12.0,37.75777162103733,13.285421498344148
Mexico,69.07881830800642,45.0,1639.0,3.352372180571457,5.0,1.9182495183558785,151.0,28.0,79.9258347748369,41.06410546636215
India,296.1079197260314,52.0,3967.0,3.9808107170142932,5.0,4.56157216852092,1359.0,84.0,51.368945378499845,16.01308427563664
Germany,489.7440076579017,59.0,3431.0,1.601632124256982,2.0,0.9260646918527198,37.0,38.0,100.0,81.50412655131612
Germany,290.25603979340696,51.0,709.0,3.2602291429441794,4.0,3.1883073239729436,922.0,33.0,80.99037561002905,36.312813198265644
Vietnam,475.03032354215225,33.0,3468.0,2.2061372836659476,2.0,3.444852532182771,1262.0,31.0,73.62003887971898,49.630962375673924
Germany,227.62509687143313,31.0,1987.0,1.1021609602336588,1.0,3.741165760022393,308.0,79.0,93.15928652956063,61.610258397606984
Mexico,223.56214078948588,26.0,4657.0,3.9143579265609083,2.0,3.124351005875376,842.0,58.0,52.88358813308403,27.8295236024143
India,255.0036060647823,46.0,3001.0,4.916521430510741,1.0,1.3384287590792174,797.0,23.0,54.48259817017388,26.598046146765824
Mexico,351.73847449622207,29.0,1670.0,3.911436378057047,2.0,3.244136112467671,624.0,93.0,41.14193412850905,25.623928478486597
China,190.131823561153,3.0,2820.0,1.3362099370043978,1.0,3.738170545168369,358.0,26.0,77.63121924923668,61.442826252830336
China,433.30415601268896,1.0,2563.0,3.51998252209769,4.0,4.3276030183167755,1143.0,31.0,38.652294104239616,26.933682043757152
USA,24.347878536391654,22.0,4614.0,4.314956066455923,4.0,3.848540392400137,1419.0,27.0,51.247994279358295,8.426391052658824
USA,225.48445556393673,54.0,4682.0,1.6452159859196764,4.0,0.8255406280632148,311.0,38.0,100.0,81.35396031677934
China,260.38600649015973,40.0,2234.0,4.923517401424633,5.0,3.117033437083695,361.0,36.0,40.408333371397134,11.132194070487024
Germany,307.44579674891713,59.0,1585.0,3.494475800433265,3.0,3.591868208155403,43.0,92.0,66.1819552272196,36.30123923586376
Mexico,145.275237059273,3.0,2884.0,4.928236580985388,1.0,4.8738640709613,1287.0,40.0,19.801391916238533,0.0
China,219.46518578305933,36.0,3228.0,3.520657159118721,1.0,1.089785338704202,415.0,33.0,74.17792868982555,49.79174111303082
USA,247.42349760488776,10.0,3510.0,3.6747935702078895,5.0,1.7768526281694808,696.0,26.0,55.28833167321217,38.57871551377943
China,346.5858895547745,35.0,2934.0,4.038350948059808,4.0,4.127323435385201,1251.0,60.0,48.052559939918865,19.633602323101375
Germany,389.03665052054885,35.0,2648.0,4.215267849638831,1.0,3.177718178966856,1234.0,47.0,55.363190317380315,28.025940496802857
China,371.5353903984557,14.0,3266.0,4.5136393532999595,4.0,1.8987399073907496,959.0,54.0,45.412199985728066,33.6880562736266
Mexico,177.3756956218968,36.0,4125.0,4.008314246639507,4.0,3.580924602456943,499.0,86.0,58.417404834312016,26.713848170853915
India,499.73075626606214,2.0,989.0,2.8377955380496016,2.0,1.7861550392963863,202.0,67.0,60.13219120904453,46.475113526770194
Germany,425.8460027757179,47.0,4668.0,2.0154219983705923,4.0,1.3220950661725415,238.0,73.0,98.71592377981095,62.984355999976756
USA,137.41145284103476,29.0,1323.0,2.58854718080126,1.0,0.9681551557673864,1186.0,58.0,88.48281022292709,58.07566740718077
Mexico,105.60184477968549,56.0,1591.0,4.679455023657518,4.0,3.158168939086777,193.0,69.0,60.14048547324583,7.688651926495706
China,163.87041278586133,22.0,78.0,4.452239565798822,4.0,1.7248099999923276,1276.0,59.0,49.90773258180757,25.49455038868989
China,231.648977969826,32.0,4941.0,2.449222596345613,3.0,3.4491105834820233,184.0,13.0,70.97337695036148,51.96078521549942
India,426.89169537661076,0.0,2865.0,2.6930462658452576,4.0,3.778156203225537,225.0,8.0,52.331735076506966,30.624420545620765
USA,391.39750925932185,0.0,3209.0,2.1769723360187534,5.0,4.199306546608234,1309.0,2.0,49.777771213647064,55.11861762188619
USA,427.1106005178793,2.0,3856.0,3.4881481874427265,4.0,2.6339952024264197,351.0,33.0,45.972777585143994,38.616843898080056
Vietnam,143.25898630606096,8.0,1716.0,2.4401634073487477,4.0,1.263075165979087,1284.0,29.0,72.92638888137354,69.20710026762845
USA,300.7959990013997,31.0,1992.0,4.2138989637962325,3.0,1.3086431655240487,53.0,35.0,60.06098423864545,39.72675468347114
India,148.79204051591347,12.0,2768.0,2.90417870384064,5.0,2.086440795633037,345.0,83.0,82.69647038876617,46.84300427852993
Vietnam,63.42134875255164,55.0,3192.0,1.8804896336189634,5.0,3.5144805959336454,748.0,24.0,84.02668695010374,43.977152394896834
Vietnam,345.25689430259354,44.0,3097.0,2.7830353757430766,2.0,4.575113460364578,764.0,41.0,61.07011290419373,28.292803811534675
China,80.068800085765,30.0,2853.0,3.940791791258636,4.0,4.721615434800934,815.0,46.0,41.29635291370531,12.12866177741138
China,337.171903236171,56.0,2940.0,2.8149748673897292,2.0,1.6107424311839391,320.0,98.0,97.79049061921268,62.433326759661746
USA,327.5025094036505,20.0,859.0,3.28829233364752,1.0,1.1722451845040505,132.0,77.0,72.44454950611677,57.6166348298606
Vietnam,407.02173776776834,22.0,1309.0,4.656253997095831,1.0,4.3575574443530005,93.0,87.0,34.79636810984497,8.19343326849219
China,78.38175623614654,12.0,4842.0,3.852096002555011,3.0,3.6017648475557524,972.0,98.0,43.560506116977,17.799575031872603
India,393.9052727693173,25.0,3126.0,4.987350715546779,2.0,2.377218755935104,149.0,19.0,42.91520803851059,10.813922805732219
China,499.64549771365614,24.0,4744.0,1.3062777922735016,1.0,1.008452312040587,198.0,1.0,89.3345994997365,73.21465672770438
Germany,427.01079980709204,52.0,3067.0,4.001555510317871,3.0,2.1954509856361346,991.0,25.0,69.08296959772282,28.671211129107853
Germany,378.38791740055643,7.0,3095.0,3.9307811060261697,1.0,0.5460158210974342,1175.0,59.0,61.54742200325897,46.40151917351127
China,334.46102380040674,39.0,4309.0,1.4354770701816055,2.0,4.466531257579627,1360.0,75.0,78.15292647672756,61.862545494419834
Vietnam,216.67292749586042,29.0,4883.0,4.863754569084845,2.0,3.931357615584196,148.0,45.0,33.529457599568545,0.0
Vietnam,367.9450822668851,50.0,2099.0,4.380948603923461,3.0,2.869169699528896,719.0,33.0,59.874799189933825,24.656669285046586
Mexico,364.84723721882204,4.0,3123.0,3.0466785915737975,2.0,2.928367298740657,229.0,69.0,44.95037389369987,46.34588287941803
Germany,319.4341585167712,23.0,4394.0,1.8817788980241614,4.0,1.1150628015034234,852.0,5.0,68.8466925318596,78.8562057287743
India,400.1764053659359,9.0,4703.0,1.7457005143812965,2.0,4.592488971183534,696.0,80.0,58.72551200027646,42.696714557932715
Vietnam,229.894305329149,18.0,4745.0,1.5105711681962593,4.0,1.5950448201092893,325.0,74.0,89.3116865089567,72.92750005430648
USA,69.41382894487141,34.0,4417.0,1.7739765880681944,5.0,0.9886907714079436,676.0,72.0,76.43255561973436,58.09105962826986
Germany,283.9431865285263,21.0,4708.0,4.698841197358901,3.0,4.151293459044358,1220.0,51.0,31.54012516341169,0.0
India,139.87132906855788,38.0,4110.0,3.5396087431749788,3.0,3.487587626051718,1403.0,16.0,72.29874884841189,23.81796632856018
India,198.37221774028362,54.0,1329.0,1.4987431083847476,1.0,1.1712063804310067,947.0,1.0,99.83549711234623,70.58673757942057
Vietnam,18.53330293120075,37.0,4155.0,4.68657154422232,5.0,0.521328617072168,501.0,51.0,56.93695292685365,36.98895235016589
India,197.56738807976285,6.0,2336.0,1.2151513900223634,1.0,4.001034400144103,1017.0,,80.49158295218407,67.7515570509877
Vietnam,406.3125420063728,38.0,1701.0,2.6363362168785565,1.0,4.459738753602397,830.0,45.0,57.334583777343646,41.077950809177715
China,275.93395979974485,19.0,4563.0,3.9705045451733283,3.0,3.446025292231064,584.0,75.0,44.36702327201735,21.184799636712473
Germany,14.802258197645811,39.0,4287.0,4.287943340259888,4.0,4.318954104545612,1178.0,40.0,47.2547606229792,2.994041537153935
Mexico,240.22347191752516,55.0,,4.372403804793905,1.0,3.5029455262527547,702.0,15.0,58.726829338230985,20.494564304280164
China,152.81130734624963,31.0,4707.0,4.780729849271395,2.0,4.920020040753445,1152.0,64.0,34.84216817814567,0.0
Germany,243.99982114461386,1.0,4030.0,2.0715280358976456,5.0,4.894865508194453,503.0,45.0,54.09811222847817,48.724663918773565
Vietnam,208.29943350945976,14.0,4410.0,2.52993275444242,3.0,4.326846424594704,1144.0,45.0,52.8665138305204,37.67833318363141
Germany,466.6698175831169,9.0,4312.0,3.53564361462572,3.0,3.4312100250756745,112.0,80.0,48.53958389738316,34.01127765806215
Vietnam,30.176876491877746,20.0,4104.0,4.506472325503266,4.0,0.8536283577634174,1063.0,53.0,59.69430629001662,31.935902046332245
China,344.9581255281468,14.0,1468.0,3.403866020215779,5.0,4.095751953231603,99.0,,43.2072797666368,34.2641124930956
USA,427.0030321878533,33.0,2128.0,2.0883475402790226,5.0,3.740364232032208,1076.0,2.0,82.0981272594543,48.42582161033969
USA,480.02690647873294,34.0,3688.0,4.208073449329634,5.0,4.304842323911952,628.0,12.0,50.11174283350485,25.349071819239587
Germany,97.04175100670498,50.0,428.0,4.6079606062013205,3.0,4.796880496778045,1160.0,59.0,34.895109484541884,0.0
USA,270.33935296343503,4.0,3138.0,1.0334257498616526,2.0,4.974677372444787,74.0,16.0,67.6237982186882,63.775281281183254
Vietnam,31.35889288543384,55.0,369.0,1.020270248532154,3.0,0.9585047785240856,624.0,4.0,100.0,84.86315091423404
India,254.59992698299337,18.0,360.0,4.815998618227823,3.0,0.5377234741639428,313.0,80.0,49.5611883102474,33.1029658641364
Vietnam,71.47446387508114,6.0,3151.0,3.226012534681944,3.0,3.7678354543681496,1432.0,92.0,37.428036630106014,29.3991053867886
India,420.5693706023696,52.0,1553.0,1.3530985903580195,2.0,4.477077747469302,445.0,50.0,97.20562564182922,65.5445675613413
China,65.79630127662878,45.0,4749.0,2.4258036994841725,3.0,3.0657645034884693,708.0,9.0,81.15327849958302,45.87828487740565
Mexico,261.5112965893827,43.0,4745.0,3.269048266948195,3.0,0.7696861564401383,459.0,15.0,89.70833865679325,60.23925614162852
India,265.3370738064493,57.0,2437.0,3.5008985256725325,5.0,4.09707845420398,240.0,48.0,59.004298827079246,29.8955937104806
USA,486.1087439864867,41.0,770.0,1.6526612139636372,5.0,1.338539608497517,1129.0,92.0,96.95845149922711,79.93705157165041
Vietnam,330.9405400790552,41.0,3669.0,4.360203500528107,4.0,2.6706550927825123,377.0,12.0,60.02206341024483,20.55484458051107
China,151.04174360763295,35.0,4481.0,3.1795944460879415,1.0,2.169779066976394,266.0,58.0,70.49518105817454,43.82479930970033
USA,127.99166186968785,17.0,2891.0,3.1007484025139336,2.0,2.72265742607869,1433.0,20.0,60.61984859526245,46.72850319798154
China,72.8416207660818,5.0,2995.0,3.1636357442563177,4.0,1.198623263077689,1134.0,83.0,54.78171130230269,36.363033173889164
Mexico,380.69221478403915,51.0,140.0,1.2490233262947892,3.0,3.5279311024098567,68.0,76.0,92.56172794453609,56.87551395568798
Vietnam,348.4707615293459,3.0,543.0,4.00860661591516,3.0,2.338803573037674,500.0,41.0,44.00815776493028,31.30328366131178
Germany,308.8397923809719,4.0,1445.0,1.322245577054694,1.0,2.227903827481408,771.0,30.0,76.34719941026533,69.81634986857094
Vietnam,30.011817045494286,13.0,3460.0,2.853000797757852,5.0,1.2976372692122062,839.0,61.0,65.42758515325615,46.850269362336405
Mexico,383.7861445332043,40.0,913.0,3.3562555413156585,2.0,3.2914784943150677,1069.0,77.0,65.9108495692183,31.1408508243151
Vietnam,324.52491280275484,46.0,137.0,1.845918460761525,4.0,3.4696197618197893,1012.0,74.0,98.41563518985524,51.10645335598649
Germany,482.3055453741393,32.0,1746.0,2.9286319334219124,5.0,0.8621509029844227,1080.0,95.0,74.53723963044602,62.74055038650211
India,297.7290436396379,52.0,4746.0,2.1457738907932993,4.0,4.205145544817892,1409.0,52.0,72.24463550765132,38.83104782546875
China,158.936434264237,20.0,4693.0,3.8384694376419,1.0,4.490969224773298,1087.0,34.0,50.48256157988103,12.938968182993575
Germany,196.94507057276692,12.0,2205.0,3.1345365400135066,4.0,4.951510813247315,1023.0,19.0,42.18797283309595,25.39316891599494
USA,96.16194563533392,1.0,3767.0,1.37048218664442,4.0,2.0540794663274746,84.0,77.0,81.70098402209877,66.48522435512264
Mexico,364.22794927867875,14.0,2105.0,3.399493325857727,5.0,3.231654211280735,1188.0,33.0,51.56776793356258,39.30622501536621
India,356.7836134106454,46.0,998.0,1.5450477295203364,3.0,1.0452920268305665,1252.0,36.0,91.10369528284656,77.84539670371763
USA,108.31850758406136,15.0,891.0,1.0109991172847477,3.0,2.3895281173097245,1400.0,8.0,90.09247068656536,74.0703030599258
USA,87.65976835931652,34.0,956.0,1.5850474762132394,4.0,4.3641560404860495,883.0,18.0,70.54295473356036,48.86728065258072
Mexico,47.73241726907535,44.0,4925.0,1.0171873715901332,4.0,3.746499719526924,1435.0,11.0,95.9538902678145,65.71275612472334
India,456.8681144040617,19.0,981.0,4.951859745197438,1.0,2.8174729166912096,170.0,39.0,33.60767957093355,17.23715487958379
USA,124.20421851047705,0.0,1242.0,3.535207574635257,2.0,4.277053213485966,1410.0,49.0,32.732571338019675,25.771027364921846
USA,178.64012810838395,57.0,2978.0,3.502053519912045,4.0,4.237398204827777,946.0,59.0,62.45150788099277,19.09274555866354
India,147.4472091049704,45.0,3117.0,4.732888188346038,4.0,4.588584368355425,522.0,23.0,49.21951884367891,2.936845179756429
Vietnam,212.6760552792876,2.0,4898.0,1.510154277447568,3.0,1.404190190654475,530.0,82.0,86.78638771885583,80.80513614638431
USA,359.8839116974168,16.0,2403.0,1.11054105230675,2.0,1.5303721540957078,31.0,32.0,100.0,95.17315596730313
China,436.5918605258794,16.0,3172.0,3.7303760158408994,1.0,4.891686675963445,199.0,7.0,34.83737065466205,23.28148535123665
India,99.47338726898468,40.0,1659.0,3.4713378247260613,4.0,2.7807000267005355,367.0,30.0,68.1287216273183,31.967288471520323
USA,346.34204843317093,19.0,726.0,4.618746747141989,3.0,3.4187830887463835,972.0,65.0,34.757331969190574,21.083404240209525
Mexico,182.75544969881773,19.0,1468.0,2.2928099441772973,5.0,4.578048829763135,1121.0,3.0,52.479156830695615,31.288438447618134
Germany,490.4583124656735,3.0,4196.0,3.2100113094355076,5.0,2.945968751396028,253.0,97.0,53.52564821733895,50.2168119374978
China,156.47038804919765,10.0,4258.0,3.2585138150088397,2.0,1.1721349325887602,1437.0,34.0,66.18272389158531,50.58723785578676
Germany,13.524548443851382,14.0,1027.0,2.026373387857756,1.0,2.231452400351162,408.0,30.0,69.73321860230816,48.584058013080785
Germany,262.66358726972413,56.0,1539.0,2.4401708839732823,3.0,2.826861757307244,678.0,59.0,85.78387131414885,42.08267938374054
USA,83.85823129520949,44.0,3634.0,2.3937083775471546,5.0,2.6385347702727775,267.0,66.0,83.3951018332557,47.07853927006071
China,31.80226914101556,26.0,3088.0,4.377836943006141,5.0,4.974561723192341,820.0,83.0,35.962115041638626,0.0
China,352.1519236543772,59.0,2389.0,2.5020830413937416,4.0,1.5421924633941717,594.0,59.0,99.8108405243293,59.54273715208411
Vietnam,368.80704842914366,23.0,2744.0,3.4924705332650543,1.0,3.930415398726839,463.0,44.0,47.660944905388305,21.193611408527083
Germany,235.74251642708623,19.0,2694.0,2.4955380648892866,5.0,0.6416635590280535,445.0,59.0,79.31365454067324,71.19638164358646
China,341.67390321072287,43.0,2907.0,1.339516100324853,1.0,2.144303410324224,361.0,71.0,100.0,72.95550574464077
Vietnam,273.7373296410956,14.0,4333.0,4.703119751059237,5.0,0.9382261115934035,605.0,95.0,48.35256643457349,28.417288783828766
India,318.6025427837465,5.0,4940.0,1.3147735501809383,5.0,3.054140367722028,1382.0,49.0,65.71654422182978,66.37609600898256
Vietnam,302.384946862101,17.0,2026.0,1.040270924184982,5.0,1.7831282965927784,1097.0,40.0,86.17951157912505,91.27721407965745
Mexico,336.2531543872403,21.0,3559.0,2.0844747944477557,2.0,3.3052303136966157,364.0,15.0,67.15913884004067,53.28804942218911
USA,107.81901784985392,48.0,844.0,2.110539503139805,1.0,3.145669472908185,951.0,99.0,83.19093487939132,46.88564739171158
India,141.6662438179831,20.0,3267.0,2.161041582672076,2.0,2.8173796919663685,400.0,36.0,64.15452911902659,53.17767396692526
India,225.5819432587691,23.0,1151.0,4.206349775431505,3.0,4.302853512598475,1411.0,81.0,49.10311683855238,4.0722388159638605
Mexico,228.60272461540134,16.0,439.0,2.1475906522263597,3.0,2.48103681561499,568.0,10.0,78.67587772845042,57.093966269854775
Vietnam,389.46173867758307,10.0,1304.0,3.524229670552222,4.0,3.890378958065985,339.0,76.0,50.353444503701276,38.8084218183847
USA,190.0228930224707,17.0,3155.0,1.0298109511834586,4.0,2.4220129480745816,837.0,10.0,91.36099894888571,71.53990617917422
Vietnam,89.62752646899936,34.0,2210.0,4.5697945155880095,2.0,4.808837283682493,1297.0,54.0,37.93772238882011,1.1445248206693064
China,133.21832554062718,54.0,1352.0,2.0398109534008904,4.0,1.2199306749534244,916.0,97.0,100.0,71.03180131278692
Vietnam,115.2194161682719,30.0,4490.0,3.1501956007948575,1.0,3.8054628004292432,107.0,11.0,54.76713266214179,30.670140685208267
India,368.5134094354508,27.0,3188.0,3.273272563748876,2.0,0.7911695378106942,249.0,,78.80217975223857,61.69472169865106
USA,240.4664111667312,23.0,3861.0,1.9596491094062904,2.0,1.2172237089831546,857.0,7.0,87.58287634487273,71.62104667933004
Vietnam,357.2290420057819,35.0,1313.0,3.363949449397362,2.0,2.88314014291215,200.0,3.0,57.91934264964869,38.58852350215652
USA,213.9476435712372,44.0,2176.0,4.467645324300818,5.0,2.539791717360654,165.0,13.0,54.13460819518362,19.51534914113471
USA,445.9704452269135,23.0,1272.0,2.324559933639781,2.0,4.819861067975843,845.0,60.0,61.14183973467622,40.53856769100089
China,491.9249507841399,32.0,1923.0,4.7347939577481615,4.0,0.5046497877760736,206.0,23.0,67.1881998538733,40.49472707699704
China,338.2228292642797,50.0,3526.0,1.9384277358743431,5.0,3.1868569402345233,699.0,21.0,97.71573487530762,55.198053811566474
India,433.2681530457472,29.0,1355.0,1.4716124301239062,3.0,1.9301024356496868,1102.0,56.0,91.34636895873504,79.46122478436546
Mexico,258.8873009143107,51.0,2965.0,2.398691800528231,5.0,2.683081308845031,137.0,93.0,77.71639543203172,53.26189985951745
USA,467.9642117734149,36.0,1264.0,4.570353753676907,5.0,2.999666194924294,804.0,74.0,58.61609766262369,25.32213992733078
Mexico,417.47737797968574,12.0,930.0,1.6454990703469297,4.0,2.931645426875967,1292.0,82.0,68.70031135212375,67.46519552309006
India,495.97150016535915,15.0,412.0,2.6634235218889994,4.0,4.817879781782646,1186.0,73.0,50.607952341508664,40.62551838853328
USA,315.3159303106125,47.0,4208.0,3.4971151082996093,3.0,4.940664879984719,816.0,20.0,60.26042950905484,16.561233387035877
USA,391.811302731432,42.0,2960.0,4.262699298657426,2.0,2.7717629775394155,804.0,5.0,61.1248640565841,31.63363362261415
Germany,276.0053885893246,8.0,2203.0,4.6203359761146245,4.0,2.3098052029383855,171.0,73.0,36.38794413928913,26.131673614266806
Mexico,136.9688510929972,49.0,4073.0,4.967428873777732,2.0,3.7518946762631957,546.0,74.0,48.55622130848616,2.46263070423758
Vietnam,183.83003385358128,46.0,4520.0,4.381083822684584,4.0,2.834061527579133,991.0,97.0,57.52236544874007,21.46201079056802
China,448.0626532183449,12.0,2064.0,1.0380064488729261,4.0,3.8109050441691434,421.0,43.0,86.89267872062703,66.71868571899286
Vietnam,37.41449383332408,6.0,3575.0,2.571632181406737,5.0,2.2246595977750334,1059.0,4.0,72.18635133647508,45.21077457027388
Mexico,299.82514417646,34.0,4741.0,4.417022771186266,5.0,2.595821663797972,688.0,57.0,47.62939467764771,30.068424402359657
China,192.51717592701326,43.0,1963.0,4.904289674958067,5.0,0.8657117960932454,1224.0,90.0,53.86042617165801,31.442822599122145
Vietnam,199.4793436227223,25.0,3062.0,1.238080833817237,4.0,3.455542032792731,1356.0,53.0,84.99885805413425,65.44797455577154
Germany,443.439891142746,49.0,872.0,2.3594394359828037,2.0,4.190517267096843,1376.0,96.0,82.30819234365339,41.938895158444865
China,428.372963527651,8.0,3870.0,3.6035187995937776,4.0,1.299997883211208,549.0,99.0,55.16531251434375,46.99092733676934
USA,303.43276403050965,34.0,1288.0,2.634928493307833,4.0,4.781309663260788,1224.0,17.0,63.79847518670289,39.36069538889803
Vietnam,143.73023522812363,23.0,3793.0,1.6269153297477374,5.0,4.920281966655139,972.0,52.0,69.61476810359734,39.184146323741295
China,242.97360961939177,32.0,820.0,4.597887372288387,2.0,3.092573076080527,136.0,92.0,36.86292497026368,13.471290313641795
Germany,210.06376295671586,20.0,635.0,2.2169558879017086,4.0,0.8536607474146549,375.0,87.0,91.56114849213212,71.07581958828092
China,183.2728343092227,52.0,1.0,2.023063802527241,2.0,4.079571426649942,1083.0,68.0,85.42388646045575,48.59365933181945
China,60.36493349307525,21.0,3285.0,3.286471848038958,4.0,2.6011438149079686,408.0,48.0,64.39415864039758,35.112361378524
Germany,276.125804490507,38.0,4499.0,4.378781917152256,1.0,4.393950377333049,1004.0,21.0,44.22447750259283,10.532511039231984
Vietnam,157.89733595849697,18.0,887.0,2.9066053298445014,3.0,4.144691649049452,661.0,52.0,,32.75908859143985
India,333.79589203448893,43.0,873.0,1.4486139787746621,4.0,3.1357462427178033,664.0,86.0,94.34943685704677,68.14361534860976
Vietnam,166.40992855451006,45.0,3843.0,2.791861846979795,2.0,0.6571122439725163,673.0,62.0,92.23719682645175,63.22087987652975
Mexico,221.27011163605286,44.0,3301.0,1.3960087957604363,5.0,3.1647817632488726,690.0,87.0,84.93326737788168,63.285140919980925
Germany,35.65658335525969,31.0,3184.0,1.6954565360443747,3.0,3.929513886908386,356.0,73.0,78.46581821354067,45.08966774790051
Vietnam,496.34365425368406,4.0,4019.0,2.7453030798795943,3.0,3.446947727546307,1312.0,64.0,52.992735804199505,35.63190549849724
China,258.7290878048361,11.0,2702.0,1.4576982091391235,1.0,3.444882689797624,1388.0,82.0,66.42806873798882,60.936134674305656
Germany,21.87642114044468,39.0,4295.0,3.6803627528692484,1.0,3.9492292508396685,1407.0,79.0,55.00269952843089,19.301072877873143
USA,275.2030227929606,5.0,1955.0,3.175450290960532,4.0,2.8818119598137573,74.0,0.0,55.91616218070793,37.13936614939854
Vietnam,436.47345965976837,17.0,346.0,2.373001490283758,3.0,3.9433916089114893,1081.0,96.0,60.6078651279264,47.412473615559705
Germany,388.5505457904393,6.0,221.0,1.636252348770141,2.0,1.49869218058738,449.0,15.0,80.72039481661176,69.4642097519882
Vietnam,353.4442752234325,18.0,4517.0,3.0520708844141122,5.0,2.331316694397989,572.0,22.0,62.82704344118613,51.48869766858559
Germany,78.3376807535271,14.0,979.0,4.19344667845812,3.0,3.464955853387123,339.0,11.0,49.00557824000999,16.0452115516224
China,332.29116870386144,41.0,4285.0,3.9971239552708173,5.0,1.238558256948823,986.0,75.0,61.20146991359779,41.072679446204624
USA,385.48620522600754,8.0,1748.0,4.889794389558663,4.0,3.9489344803893403,18.0,25.0,19.239028833314443,13.03142389104855
USA,290.4853413430933,19.0,1233.0,3.0014224156051603,1.0,3.1359797638142464,83.0,69.0,70.45959151013211,46.32188905763696
Mexico,447.44701221497223,47.0,2935.0,3.5260272832805857,1.0,3.7904355043427964,590.0,30.0,61.90720929268004,34.052465538421146
Germany,145.72499307459387,58.0,2654.0,1.974283489494491,5.0,4.373890847948592,680.0,56.0,75.98084637446698,42.61681631849413
Vietnam,128.6509028722328,19.0,2071.0,4.087593776374092,2.0,4.8550055896672095,1116.0,27.0,39.05047968668811,0.0
USA,436.08917502189655,3.0,3845.0,3.000226270570805,2.0,1.8025414557747268,1328.0,75.0,53.740974145711036,56.66568829077918
USA,316.4451390658117,9.0,3453.0,2.8904850791496064,4.0,4.0739465344387416,1045.0,17.0,51.83186139034659,32.018292435819845
India,10.709138055289669,41.0,1360.0,2.1952281687443786,4.0,2.1216506731391767,782.0,29.0,79.659984918785,62.953519539786335
India,183.03439017041572,39.0,2030.0,2.2730432867559527,2.0,2.684089984927441,267.0,42.0,97.81815106498564,56.193487801420815
USA,430.3494330491905,0.0,641.0,1.8300264495013145,4.0,3.2522078475649594,1433.0,73.0,64.4974313413536,58.78880555216115
Germany,23.38656070445421,34.0,4633.0,4.782043189410595,5.0,1.5669620753541744,495.0,73.0,56.867250571200145,21.989006093268678
Mexico,11.591484848139352,23.0,3584.0,1.951850491758123,5.0,1.4557159081735305,54.0,25.0,82.15190180685302,66.46151658493083
USA,147.8170523573136,43.0,2689.0,1.1543635489296622,3.0,3.16374727586823,799.0,70.0,87.23708760110458,68.04767404999626
China,457.8600181345462,6.0,778.0,2.690342407303202,1.0,3.649043212281983,814.0,65.0,59.570025061325516,43.99681055379646
Vietnam,451.724014920308,21.0,413.0,4.874146255256514,2.0,4.798918457799045,999.0,40.0,30.893970065129416,0.0
Mexico,264.19335344273884,22.0,3617.0,1.1214181810884836,5.0,3.055177556376029,1145.0,51.0,91.51327869884761,72.03145864266202
China,281.08606685841505,0.0,2876.0,2.033028875423648,3.0,3.1622918883833875,1091.0,83.0,71.72309463926416,54.173241341786536
Mexico,172.6839255454225,23.0,4442.0,2.0022833654228043,2.0,2.364612718651375,710.0,84.0,78.36001021733138,60.846894001046984
